District,Janpad,Panchayat,Cluster,Subengineer,Work FY,Work Status,Work Code,Work Name,Final Work Category,Original Work Category,Work Type,NREGA Wage Sanction,NREGA Material Sanction,NREGA Total Sanction,NREGA Booked Wages,NREGA Booked Material,NREGA Total Booked,NREGA Total Booked %,VBGRAMG Total Sanction,VBGRAMG Booked Wages,VBGRAMG Booked Material,VBGRAMG Total Booked,VBGRAMG Total Booked %,April Mandays (GP),May Mandays (GP),June Mandays (GP),July Mandays (GP),August Mandays (GP),September Mandays (GP),FY Mandays Total (GP),AF,AG,01 Apr–30 Jun,01 Jul–Today,AJ,AK,AL,AM,AN,AO,AP,AQ,AR,AS,Recovery Done Work,Recovery Amount Rs,Recovery Work Count
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770364,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122006747,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7830,0,7830.0,0.3333333333333333,27000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.27,0.0783,0.1917,0.29,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770366,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122009116,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,15660,0,15660.0,0.6666666666666666,27000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.27,0.1566,0.1134,0.58,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770444,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP116596562,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7830,0,7830.0,0.3333333333333333,27000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.27,0.0783,0.1917,0.29,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770600,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122008146,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,11745,0,11745.0,0.5,0,0,0,0.0,0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.2349,0.11745,0.11745,0.5,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770650,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP122676996,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7830,0,7830.0,0.3333333333333333,27000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.27,0.0783,0.1917,0.29,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770697,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP119494921,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,15660,0,15660.0,0.6666666666666666,27000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.27,0.1566,0.1134,0.58,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2025-2026,Ongoing,1712006016/IF/IAY/5770976,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP130399242,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,15660,0,15660.0,0.6666666666666666,27000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,0,1,0,0,0,0.27,0.1566,0.1134,0.58,No,0.00,0
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2022-2023,Ongoing,1712006016/RC/22012034620525,पीसीसी रोड सह नाली निर्माण रमेश कुशवाहा के घर से जगदीश कुशवाहा के घर तक(नरेगा+15वां वित्त),Cement Concrete,Rural Connectivity,Constr of Cement Concrete Roads for Comm,79000,0,467000,508,0,508.0,0.0010877944325481798,467000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,1,0,0,0,0,4.67,0.00508,4.66492,0.0010877944325481798,Yes,508.00,1
SATNA,AMARPATAN,AMIN,TALA,अनिल पटेल अति0 02,2024-2025,Ongoing,1712006016/RC/22012034679050,बंद नाली निर्माण कार्य सतैलाल केवट के घर से सुखेन्द्र सिंह के घर की तरफ ग्राम पंचायत आमिन(नरेगा+15वा,Cement Concrete,Rural Connectivity,Constr of Cement Concrete Roads for Comm,170000,0,1497000,117126.36,0,117126.36,0.07824072144288577,1497000,0,0,0.0,0.0,0,0,0,75,45,0,120.0,1,0,0.0,0,0,1,0,0,0,0,14.97,1.1712636,13.7987364,0.07824072144288577,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2020-2021,Ongoing,1712006009/AV/22012034515745,गौशाला निर्माण कार्य ग्राम अमझर ग्राम पं अमझर,Gaushala,Anganwadi/Other Rural Infrastructure,Construction of Cattle Shelter for Community,422557.44,3362024.77,3784864,407979,2544303.4700000002,2952282.47,0.7800233958208275,3784864,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,0,0,1,0,37.84864,29.5228247,8.325815299999999,0.7800233958208275,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2021-2022,Ongoing,1712006009/AV/22012034595050,पेवर ब्लॉक निर्माण कार्य मा ० शाला परिसर अमझर ग्राम पंचायत अमझर (मनरेगा +15 वित्त ),Pewar Block,Anganwadi/Other Rural Infrastructure,Constr of Interlocking block/tiles Roads for Comm,147400,0,737000,21228,0,21228.0,0.02880325644504749,737000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,1,0,0,0,0,7.37,0.21228,7.15772,0.02880325644504749,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2021-2022,Ongoing,1712006009/AV/22012034595085,पेवर ब्लॉक निर्माण कार्य शा ० प्रा ० शाला भड़री ग्राम पंचायत अमझर (मनरेगा +15 वित्त ),Pewar Block,Anganwadi/Other Rural Infrastructure,Constr of Interlocking block/tiles Roads for Comm,98700,0,493500,26500,0,26500.0,0.05369807497467072,493500,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,1,0,0,0,0,4.935,0.265,4.67,0.05369807497467072,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2021-2022,Ongoing,1712006009/AV/22012034603945,नवीन पंचायत भवन निर्माण (मनरेगा- जनपद 15vitt अभिशरण),Panchayat and Community Hall,Anganwadi/Other Rural Infrastructure,Constr of GP for community,248850,751150,2000000,162702,0,162702.0,0.081351,2000000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,1,0,0,0,0,20.0,1.62702,18.37298,0.081351,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2024-2025,Ongoing,1712006009/DP/22012034624874,वृक्षारोपण कार्य गौशाला के पास ग्राम अमझर ग्राम पंचायत अमझर (नरेगा ),Gap Filling in Plantation,Drought Proofing,Block Plantation of Forestry-in Fields-Community,157255.62,160659.85,318230,7600,0,7600.0,0.023882097853753573,318230,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,1,0,0,0,0,3.1823,0.076,3.1063,0.023882097853753573,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2018-2019,Ongoing,1712006009/IF/22012034350169,RSP वृक्ष रोपण कार्य धुसाड़ा मोड़ से हनुमान मंदिर तक,Gap Filling in Plantation,Works on Individuals Land (Category IV),Coast Line plntation of Forestry Trees-Individuals,246800,88200,335000,8280,0,8280.0,0.02471641791044776,335000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,1,0,0,0,0,3.35,0.0828,3.2672,0.02471641791044776,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/22012035382942,खेत तलाब निर्माण कार्य कुलदीप सिंह पिता श्री सतेंद्र सिंह ग्राम अमझर ग्राम पंचायत अमझर,Farm Pond,Works on Individuals Land (Category IV),Construction of Farm Ponds for Individuals,365838.98,85046.66,450886,7963,0,7963.0,0.01766078343528076,450886,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,1,0,0,0,0,4.50886,0.07963,4.42923,0.01766078343528076,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/3597290,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP5538796,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7830,0,7830.0,0.3333333333333333,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,1,0,0,0,0.27,0.0783,0.1917,0.29,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2024-2025,Ongoing,1712006009/IF/IAY/4660491,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149301407,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,22410,0,22410.0,0.9540229885057471,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,0,0,1,0,0.27,0.2241,0.0459,0.83,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2024-2025,Ongoing,1712006009/IF/IAY/4726371,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150718061,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,21870,0,21870,16935,0,16935.0,0.7743484224965707,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,0,1,0,0,0.27,0.16935,0.10065,0.6272222222222222,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2024-2025,Ongoing,1712006009/IF/IAY/4726752,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP150308934,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,7290,0,7290.0,0.3103448275862069,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,1,0,0,0,0.27,0.0729,0.1971,0.27,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5304143,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149524088,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,0,0,0.0,0.0,0,0,0,0.0,0,129,559,253,137,105,0,1183.0,1,0,941.0,0,1,0,0,0,0,0,0.2349,0.0,0.2349,0.0,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703461,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149717098,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,0,0,0.0,0.0,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,1,0,0,0,0,0,0.27,0.0,0.27,0.0,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703462,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149717195,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,0,0,0.0,0.0,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,1,0,0,0,0,0,0.27,0.0,0.27,0.0,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703479,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149208341,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,15660,0,15660.0,0.6666666666666666,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,1,0,0,0,0.27,0.1566,0.1134,0.58,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703535,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149665715,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,23490,0,23490.0,1.0,0,0,0,0.0,0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,0,0,0,1,0.2349,0.2349,0.0,1.0,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703764,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149372393,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,11745,0,11745.0,0.5,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,0,0,1,0,0,0,0.27,0.11745,0.15255,0.435,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703767,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149372696,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,0,0,0.0,0.0,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,1,0,0,0,0,0,0.27,0.0,0.27,0.0,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703835,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP149612167,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,0,0,0.0,0.0,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,1,0,0,0,0,0,0.27,0.0,0.27,0.0,No,0.00,0
SATNA,AMARPATAN,AMJHAR,RAMGARH,श्रीमती साधना चौरे,2025-2026,Ongoing,1712006009/IF/IAY/5703856,Construction of PMAY-G House for Individuals -PMAY-G REG. NO. MP151013200,PMAY-G House,Works on Individuals Land (Category IV),Constr of PMAY-G House for Individuals,23490,0,23490,0,0,0.0,0.0,27000,0,0,0.0,0.0,129,559,253,137,105,0,1183.0,1,0,941.0,0,1,0,0,0,0,0,0.27,0.0,0.27,0.0,No,0.00,0
